Solving with SCIP 8.1.0 [LP solver: Glop 9.9]
Total makespan = 37.0
z 36 21 3 0.0
z 36 22 0 0.0
z 36 22 1 0.0
z 36 22 2 0.0
z 36 22 3 0.0
z 36 23 0 0.0
z 36 23 1 0.0
z 36 23 2 0.0
z 36 23 3 0.0
z 36 24 0 0.0
z 36 24 1 0.0
z 36 24 2 0.0
z 36 24 3 0.0
z 36 25 0 0.0
z 36 25 1 0.0
z 36 25 2 0.0
z 36 25 3 0.0
z 36 26 0 0.0
z 36 26 1 0.0
z 36 26 2 0.0
z 36 26 3 0.0
z 36 27 0 0.0
z 36 27 1 0.0
z 36 27 2 0.0
z 36 27 3 0.0
z 36 28 0 0.0
z 36 28 1 0.0
z 36 28 2 0.0
z 36 28 3 0.0
z 36 29 0 0.0
z 36 29 1 0.0
z 36 29 2 0.0
z 36 29 3 0.0
z 36 30 0 0.0
z 36 30 1 0.0
z 36 30 2 0.0
z 36 30 3 0.0
z 36 31 0 0.0
z 36 31 1 0.0
z 36 31 2 0.0
z 36 31 3 0.0
z 36 32 0 0.0
z 36 32 1 0.0
z 36 32 2 0.0
z 36 32 3 0.0
z 36 33 0 0.0
z 36 33 1 0.0
z 36 33 2 0.0
z 36 33 3 0.0
z 36 34 0 0.0
z 36 34 1 0.0
z 36 34 2 0.0
z 36 34 3 0.0
z 36 35 0 0.0
z 36 35 1 0.0
z 36 35 2 0.0
z 36 35 3 0.0
z 36 36 0 0.0
z 36 36 1 0.0
z 36 36 2 0.0
z 36 36 3 0.0
z 36 37 0 0.0
z 36 37 1 0.0
z 36 37 2 0.0
z 36 37 3 0.0
z 36 38 0 0.0
z 36 38 1 0.0
z 36 38 2 0.0
z 36 38 3 0.0
z 36 39 0 0.0
z 36 39 1 0.0
z 36 39 2 0.0
z 36 39 3 0.0
z 36 40 0 0.0
z 36 40 1 0.0
z 36 40 2 0.0
z 36 40 3 0.0
z 36 41 0 0.0
z 36 41 1 0.0
z 36 41 2 0.0
z 36 41 3 0.0
z 36 42 0 0.0
z 36 42 1 0.0
z 36 42 2 0.0
z 36 42 3 0.0
z 36 43 0 0.0
z 36 43 1 0.0
z 36 43 2 0.0
z 36 43 3 0.0
z 36 44 0 0.0
z 36 44 1 0.0
z 36 44 2 0.0
z 36 44 3 0.0
z 36 45 0 0.0
z 36 45 1 0.0
z 36 45 2 0.0
z 36 45 3 0.0
z 36 46 0 0.0
z 36 46 1 0.0
z 36 46 2 0.0
z 36 46 3 0.0
z 36 47 0 0.0
z 36 47 1 0.0
z 36 47 2 0.0
z 36 47 3 0.0
z 36 48 0 0.0
z 36 48 1 0.0
z 36 48 2 0.0
z 36 48 3 0.0
z 36 49 0 0.0
z 36 49 1 0.0
z 36 49 2 0.0
z 36 49 3 0.0
z 37 0 0 0.0
z 37 0 1 0.0
z 37 0 2 0.0
z 37 0 3 0.0
z 37 1 0 0.0
z 37 1 1 0.0
z 37 1 2 0.0
z 37 1 3 0.0
z 37 2 0 0.0
z 37 2 1 0.0
z 37 2 2 0.0
z 37 2 3 0.0
z 37 3 0 0.0
z 37 3 1 0.0
z 37 3 2 0.0
z 37 3 3 0.0
z 37 4 0 0.0
z 37 4 1 0.0
z 37 4 2 0.0
z 37 4 3 0.0
z 37 5 0 0.0
z 37 5 1 0.0
z 37 5 2 0.0
z 37 5 3 0.0
z 37 6 0 0.0
z 37 6 1 0.0
z 37 6 2 0.0
z 37 6 3 0.0
z 37 7 0 0.0
z 37 7 1 0.0
z 37 7 2 0.0
z 37 7 3 0.0
z 37 8 0 0.0
z 37 8 1 0.0
z 37 8 2 0.0
z 37 8 3 0.0
z 37 9 0 0.0
z 37 9 1 0.0
z 37 9 2 0.0
z 37 9 3 0.0
z 37 10 0 0.0
z 37 10 1 0.0
z 37 10 2 0.0
z 37 10 3 0.0
z 37 11 0 0.0
z 37 11 1 0.0
z 37 11 2 0.0
z 37 11 3 0.0
z 37 12 0 0.0
z 37 12 1 0.0
z 37 12 2 0.0
z 37 12 3 0.0
z 37 13 0 0.0
z 37 13 1 0.0
z 37 13 2 0.0
z 37 13 3 0.0
z 37 14 0 0.0
z 37 14 1 0.0
z 37 14 2 0.0
z 37 14 3 0.0
z 37 15 0 0.0
z 37 15 1 0.0
z 37 15 2 0.0
z 37 15 3 0.0
z 37 16 0 0.0
z 37 16 1 0.0
z 37 16 2 0.0
z 37 16 3 0.0
z 37 17 0 0.0
z 37 17 1 0.0
z 37 17 2 0.0
z 37 17 3 0.0
z 37 18 0 0.0
z 37 18 1 0.0
z 37 18 2 0.0
z 37 18 3 0.0
z 37 19 0 0.0
z 37 19 1 0.0
z 37 19 2 0.0
z 37 19 3 0.0
z 37 20 0 0.0
z 37 20 1 0.0
z 37 20 2 0.0
z 37 20 3 0.0
z 37 21 0 0.0
z 37 21 1 0.0
z 37 21 2 0.0
z 37 21 3 0.0
z 37 22 0 0.0
z 37 22 1 0.0
z 37 22 2 0.0
z 37 22 3 0.0
z 37 23 0 0.0
z 37 23 1 0.0
z 37 23 2 0.0
z 37 23 3 0.0
z 37 24 0 0.0
z 37 24 1 0.0
z 37 24 2 0.0
z 37 24 3 0.0
z 37 25 0 0.0
z 37 25 1 0.0
z 37 25 2 0.0
z 37 25 3 0.0
z 37 26 0 0.0
z 37 26 1 0.0
z 37 26 2 0.0
z 37 26 3 0.0
z 37 27 0 0.0
z 37 27 1 0.0
z 37 27 2 0.0
z 37 27 3 0.0
z 37 28 0 0.0
z 37 28 1 0.0
z 37 28 2 0.0
z 37 28 3 0.0
z 37 29 0 0.0
z 37 29 1 0.0
z 37 29 2 0.0
z 37 29 3 0.0
z 37 30 0 0.0
z 37 30 1 0.0
z 37 30 2 0.0
z 37 30 3 0.0
z 37 31 0 0.0
z 37 31 1 0.0
z 37 31 2 0.0
z 37 31 3 0.0
z 37 32 0 0.0
z 37 32 1 0.0
z 37 32 2 0.0
z 37 32 3 0.0
z 37 33 0 0.0
z 37 33 1 0.0
z 37 33 2 0.0
z 37 33 3 0.0
z 37 34 0 0.0
z 37 34 1 0.0
z 37 34 2 0.0
z 37 34 3 0.0
z 37 35 0 0.0
z 37 35 1 0.0
z 37 35 2 0.0
z 37 35 3 0.0
z 37 36 0 0.0
z 37 36 1 0.0
z 37 36 2 0.0
z 37 36 3 0.0
z 37 37 0 0.0
z 37 37 1 0.0
z 37 37 2 0.0
z 37 37 3 0.0
z 37 38 0 0.0
z 37 38 1 0.0
z 37 38 2 0.0
z 37 38 3 0.0
z 37 39 0 0.0
z 37 39 1 0.0
z 37 39 2 0.0
z 37 39 3 0.0
z 37 40 0 0.0
z 37 40 1 0.0
z 37 40 2 0.0
z 37 40 3 0.0
z 37 41 0 0.0
z 37 41 1 0.0
z 37 41 2 0.0
z 37 41 3 0.0
z 37 42 0 0.0
z 37 42 1 0.0
z 37 42 2 0.0
z 37 42 3 0.0
z 37 43 0 0.0
z 37 43 1 0.0
z 37 43 2 0.0
z 37 43 3 0.0
z 37 44 0 0.0
z 37 44 1 0.0
z 37 44 2 0.0
z 37 44 3 0.0
z 37 45 0 0.0
z 37 45 1 0.0
z 37 45 2 0.0
z 37 45 3 0.0
z 37 46 0 0.0
z 37 46 1 0.0
z 37 46 2 0.0
z 37 46 3 0.0
z 37 47 0 0.0
z 37 47 1 0.0
z 37 47 2 0.0
z 37 47 3 0.0
z 37 48 0 0.0
z 37 48 1 0.0
z 37 48 2 0.0
z 37 48 3 0.0
z 37 49 0 0.0
z 37 49 1 0.0
z 37 49 2 0.0
z 37 49 3 0.0
z 38 0 0 0.0
z 38 0 1 0.0
z 38 0 2 0.0
z 38 0 3 0.0
z 38 1 0 0.0
z 38 1 1 0.0
z 38 1 2 0.0
z 38 1 3 0.0
z 38 2 0 0.0
z 38 2 1 0.0
z 38 2 2 0.0
z 38 2 3 0.0
z 38 3 0 0.0
z 38 3 1 0.0
z 38 3 2 0.0
z 38 3 3 0.0
z 38 4 0 0.0
z 38 4 1 0.0
z 38 4 2 0.0
z 38 4 3 0.0
z 38 5 0 0.0
z 38 5 1 0.0
z 38 5 2 0.0
z 38 5 3 0.0
z 38 6 0 0.0
z 38 6 1 0.0
z 38 6 2 0.0
z 38 6 3 0.0
z 38 7 0 0.0
z 38 7 1 0.0
z 38 7 2 0.0
z 38 7 3 0.0
z 38 8 0 0.0
z 38 8 1 0.0
z 38 8 2 0.0
z 38 8 3 0.0
z 38 9 0 0.0
z 38 9 1 0.0
z 38 9 2 0.0
z 38 9 3 0.0
z 38 10 0 0.0
z 38 10 1 0.0
z 38 10 2 0.0
z 38 10 3 0.0
z 38 11 0 0.0
z 38 11 1 0.0
z 38 11 2 0.0
z 38 11 3 0.0
z 38 12 0 0.0
z 38 12 1 0.0
z 38 12 2 0.0
z 38 12 3 0.0
z 38 13 0 0.0
z 38 13 1 0.0
z 38 13 2 0.0
z 38 13 3 0.0
z 38 14 0 0.0
z 38 14 1 0.0
z 38 14 2 0.0
z 38 14 3 0.0
z 38 15 0 0.0
z 38 15 1 0.0
z 38 15 2 0.0
z 38 15 3 0.0
z 38 16 0 0.0
z 38 16 1 0.0
z 38 16 2 0.0
z 38 16 3 0.0
z 38 17 0 0.0
z 38 17 1 0.0
z 38 17 2 0.0
z 38 17 3 0.0
z 38 18 0 0.0
z 38 18 1 0.0
z 38 18 2 0.0
z 38 18 3 0.0
z 38 19 0 0.0
z 38 19 1 0.0
z 38 19 2 0.0
z 38 19 3 0.0
z 38 20 0 0.0
z 38 20 1 0.0
z 38 20 2 0.0
z 38 20 3 0.0
z 38 21 0 0.0
z 38 21 1 0.0
z 38 21 2 0.0
z 38 21 3 0.0
z 38 22 0 0.0
z 38 22 1 0.0
z 38 22 2 0.0
z 38 22 3 0.0
z 38 23 0 0.0
z 38 23 1 0.0
z 38 23 2 0.0
z 38 23 3 0.0
z 38 24 0 0.0
z 38 24 1 0.0
z 38 24 2 0.0
z 38 24 3 0.0
z 38 25 0 0.0
z 38 25 1 0.0
z 38 25 2 0.0
z 38 25 3 0.0
z 38 26 0 0.0
z 38 26 1 0.0
z 38 26 2 0.0
z 38 26 3 0.0
z 38 27 0 0.0
z 38 27 1 0.0
z 38 27 2 0.0
z 38 27 3 0.0
z 38 28 0 0.0
z 38 28 1 0.0
z 38 28 2 0.0
z 38 28 3 0.0
z 38 29 0 0.0
z 38 29 1 0.0
z 38 29 2 0.0
z 38 29 3 0.0
z 38 30 0 0.0
z 38 30 1 0.0
z 38 30 2 0.0
z 38 30 3 0.0
z 38 31 0 0.0
z 38 31 1 0.0
z 38 31 2 0.0
z 38 31 3 0.0
z 38 32 0 0.0
z 38 32 1 0.0
z 38 32 2 0.0
z 38 32 3 0.0
z 38 33 0 0.0
z 38 33 1 0.0
z 38 33 2 0.0
z 38 33 3 0.0
z 38 34 0 0.0
z 38 34 1 0.0
z 38 34 2 0.0
z 38 34 3 0.0
z 38 35 0 0.0
z 38 35 1 0.0
z 38 35 2 0.0
z 38 35 3 0.0
z 38 36 0 0.0
z 38 36 1 0.0
z 38 36 2 0.0
z 38 36 3 0.0
z 38 37 0 0.0
z 38 37 1 0.0
z 38 37 2 0.0
z 38 37 3 0.0
z 38 38 0 0.0
z 38 38 1 0.0
z 38 38 2 0.0
z 38 38 3 0.0
z 38 39 0 0.0
z 38 39 1 0.0
z 38 39 2 0.0
z 38 39 3 0.0
z 38 40 0 0.0
z 38 40 1 0.0
z 38 40 2 0.0
z 38 40 3 0.0
z 38 41 0 0.0
z 38 41 1 0.0
z 38 41 2 0.0
z 38 41 3 0.0
z 38 42 0 0.0
z 38 42 1 0.0
z 38 42 2 0.0
z 38 42 3 0.0
z 38 43 0 0.0
z 38 43 1 0.0
z 38 43 2 0.0
z 38 43 3 0.0
z 38 44 0 0.0
z 38 44 1 0.0
z 38 44 2 0.0
z 38 44 3 0.0
z 38 45 0 0.0
z 38 45 1 0.0
z 38 45 2 0.0
z 38 45 3 0.0
z 38 46 0 0.0
z 38 46 1 0.0
z 38 46 2 0.0
z 38 46 3 0.0
z 38 47 0 0.0
z 38 47 1 0.0
z 38 47 2 0.0
z 38 47 3 0.0
z 38 48 0 0.0
z 38 48 1 0.0
z 38 48 2 0.0
z 38 48 3 0.0
z 38 49 0 0.0
z 38 49 1 0.0
z 38 49 2 0.0
z 38 49 3 0.0
z 39 0 0 0.0
z 39 0 1 0.0
z 39 0 2 0.0
z 39 0 3 0.0
z 39 1 0 0.0
z 39 1 1 0.0
z 39 1 2 0.0
z 39 1 3 0.0
z 39 2 0 0.0
z 39 2 1 0.0
z 39 2 2 0.0
z 39 2 3 0.0
z 39 3 0 0.0
z 39 3 1 0.0
z 39 3 2 0.0
z 39 3 3 0.0
z 39 4 0 0.0
z 39 4 1 0.0
z 39 4 2 0.0
z 39 4 3 0.0
z 39 5 0 0.0
z 39 5 1 0.0
z 39 5 2 0.0
z 39 5 3 0.0
z 39 6 0 0.0
z 39 6 1 0.0
z 39 6 2 0.0
z 39 6 3 0.0
z 39 7 0 0.0
z 39 7 1 0.0
z 39 7 2 0.0
z 39 7 3 0.0
z 39 8 0 0.0
z 39 8 1 0.0
z 39 8 2 0.0
z 39 8 3 0.0
z 39 9 0 0.0
z 39 9 1 0.0
z 39 9 2 0.0
z 39 9 3 0.0
z 39 10 0 0.0
z 39 10 1 0.0
z 39 10 2 0.0
z 39 10 3 0.0
z 39 11 0 0.0
z 39 11 1 0.0
z 39 11 2 0.0
z 39 11 3 0.0
z 39 12 0 0.0
z 39 12 1 0.0
z 39 12 2 0.0
z 39 12 3 0.0
z 39 13 0 0.0
z 39 13 1 0.0
z 39 13 2 0.0
z 39 13 3 0.0
z 39 14 0 0.0
z 39 14 1 0.0
z 39 14 2 0.0
z 39 14 3 0.0
z 39 15 0 0.0
z 39 15 1 0.0
z 39 15 2 0.0
z 39 15 3 0.0
z 39 16 0 0.0
z 39 16 1 0.0
z 39 16 2 0.0
z 39 16 3 0.0
z 39 17 0 0.0
z 39 17 1 0.0
z 39 17 2 0.0
z 39 17 3 0.0
z 39 18 0 0.0
z 39 18 1 0.0
z 39 18 2 0.0
z 39 18 3 0.0
z 39 19 0 0.0
z 39 19 1 0.0
z 39 19 2 0.0
z 39 19 3 0.0
z 39 20 0 0.0
z 39 20 1 0.0
z 39 20 2 0.0
z 39 20 3 0.0
z 39 21 0 0.0
z 39 21 1 0.0
z 39 21 2 0.0
z 39 21 3 0.0
z 39 22 0 0.0
z 39 22 1 0.0
z 39 22 2 0.0
z 39 22 3 0.0
z 39 23 0 0.0
z 39 23 1 0.0
z 39 23 2 0.0
z 39 23 3 0.0
z 39 24 0 0.0
z 39 24 1 0.0
z 39 24 2 0.0
z 39 24 3 0.0
z 39 25 0 0.0
z 39 25 1 0.0
z 39 25 2 0.0
z 39 25 3 0.0
z 39 26 0 0.0
z 39 26 1 0.0
z 39 26 2 0.0
z 39 26 3 0.0
z 39 27 0 0.0
z 39 27 1 0.0
z 39 27 2 0.0
z 39 27 3 0.0
z 39 28 0 0.0
z 39 28 1 0.0
z 39 28 2 0.0
z 39 28 3 0.0
z 39 29 0 0.0
z 39 29 1 0.0
z 39 29 2 0.0
z 39 29 3 0.0
z 39 30 0 0.0
z 39 30 1 0.0
z 39 30 2 0.0
z 39 30 3 0.0
z 39 31 0 0.0
z 39 31 1 0.0
z 39 31 2 0.0
z 39 31 3 0.0
z 39 32 0 0.0
z 39 32 1 0.0
z 39 32 2 0.0
z 39 32 3 0.0
z 39 33 0 0.0
z 39 33 1 0.0
z 39 33 2 0.0
z 39 33 3 0.0
z 39 34 0 0.0
z 39 34 1 0.0
z 39 34 2 0.0
z 39 34 3 0.0
z 39 35 0 0.0
z 39 35 1 0.0
z 39 35 2 0.0
z 39 35 3 0.0
z 39 36 0 0.0
z 39 36 1 0.0
z 39 36 2 0.0
z 39 36 3 0.0
z 39 37 0 0.0
z 39 37 1 0.0
z 39 37 2 0.0
z 39 37 3 0.0
z 39 38 0 0.0
z 39 38 1 0.0
z 39 38 2 0.0
z 39 38 3 0.0
z 39 39 0 0.0
z 39 39 1 0.0
z 39 39 2 0.0
z 39 39 3 0.0
z 39 40 0 0.0
z 39 40 1 0.0
z 39 40 2 0.0
z 39 40 3 0.0
z 39 41 0 0.0
z 39 41 1 0.0
z 39 41 2 0.0
z 39 41 3 0.0
z 39 42 0 0.0
z 39 42 1 0.0
z 39 42 2 0.0
z 39 42 3 0.0
z 39 43 0 0.0
z 39 43 1 0.0
z 39 43 2 0.0
z 39 43 3 0.0
z 39 44 0 0.0
z 39 44 1 0.0
z 39 44 2 0.0
z 39 44 3 0.0
z 39 45 0 0.0
z 39 45 1 0.0
z 39 45 2 0.0
z 39 45 3 0.0
z 39 46 0 0.0
z 39 46 1 0.0
z 39 46 2 0.0
z 39 46 3 0.0
z 39 47 0 0.0
z 39 47 1 0.0
z 39 47 2 0.0
z 39 47 3 0.0
z 39 48 0 0.0
z 39 48 1 0.0
z 39 48 2 0.0
z 39 48 3 0.0
z 39 49 0 0.0
z 39 49 1 0.0
z 39 49 2 0.0
z 39 49 3 0.0
z 40 0 0 0.0
z 40 0 1 0.0
z 40 0 2 0.0
z 40 0 3 0.0
z 40 1 0 0.0
z 40 1 1 0.0
z 40 1 2 0.0
z 40 1 3 0.0
z 40 2 0 0.0
z 40 2 1 0.0
z 40 2 2 0.0
z 40 2 3 0.0
z 40 3 0 0.0
z 40 3 1 0.0
z 40 3 2 0.0
z 40 3 3 0.0
z 40 4 0 0.0
z 40 4 1 0.0
z 40 4 2 0.0
z 40 4 3 0.0
z 40 5 0 0.0
z 40 5 1 0.0
z 40 5 2 0.0
z 40 5 3 0.0
z 40 6 0 0.0
z 40 6 1 0.0
z 40 6 2 0.0
z 40 6 3 0.0
z 40 7 0 0.0
z 40 7 1 0.0
z 40 7 2 0.0
z 40 7 3 0.0
z 40 8 0 0.0
z 40 8 1 0.0
z 40 8 2 0.0
z 40 8 3 0.0
z 40 9 0 0.0
z 40 9 1 0.0
z 40 9 2 0.0
z 40 9 3 0.0
z 40 10 0 0.0
z 40 10 1 0.0
z 40 10 2 0.0
z 40 10 3 0.0
z 40 11 0 0.0
z 40 11 1 0.0
z 40 11 2 0.0
z 40 11 3 0.0
z 40 12 0 0.0
z 40 12 1 0.0
z 40 12 2 0.0
z 40 12 3 0.0
z 40 13 0 0.0
z 40 13 1 0.0
z 40 13 2 0.0
z 40 13 3 0.0
z 40 14 0 0.0
z 40 14 1 0.0
z 40 14 2 0.0
z 40 14 3 0.0
z 40 15 0 0.0
z 40 15 1 0.0
z 40 15 2 0.0
z 40 15 3 0.0
z 40 16 0 0.0
z 40 16 1 0.0
z 40 16 2 0.0
z 40 16 3 0.0
z 40 17 0 0.0
z 40 17 1 0.0
z 40 17 2 0.0
z 40 17 3 0.0
z 40 18 0 0.0
z 40 18 1 0.0
z 40 18 2 0.0
z 40 18 3 0.0
z 40 19 0 0.0
z 40 19 1 0.0
z 40 19 2 0.0
z 40 19 3 0.0
z 40 20 0 0.0
z 40 20 1 0.0
z 40 20 2 0.0
z 40 20 3 0.0
z 40 21 0 0.0
z 40 21 1 0.0
z 40 21 2 0.0
z 40 21 3 0.0
z 40 22 0 0.0
z 40 22 1 0.0
z 40 22 2 0.0
z 40 22 3 0.0
z 40 23 0 0.0
z 40 23 1 0.0
z 40 23 2 0.0
z 40 23 3 0.0
z 40 24 0 0.0
z 40 24 1 0.0
z 40 24 2 0.0
z 40 24 3 0.0
z 40 25 0 0.0
z 40 25 1 0.0
z 40 25 2 0.0
z 40 25 3 0.0
z 40 26 0 0.0
z 40 26 1 0.0
z 40 26 2 0.0
z 40 26 3 0.0
z 40 27 0 0.0
z 40 27 1 0.0
z 40 27 2 0.0
z 40 27 3 0.0
z 40 28 0 0.0
z 40 28 1 0.0
z 40 28 2 0.0
z 40 28 3 0.0
z 40 29 0 0.0
z 40 29 1 0.0
z 40 29 2 0.0
z 40 29 3 0.0
z 40 30 0 0.0
z 40 30 1 0.0
z 40 30 2 0.0
z 40 30 3 0.0
z 40 31 0 0.0
z 40 31 1 0.0
z 40 31 2 0.0
z 40 31 3 0.0
z 40 32 0 0.0
z 40 32 1 0.0
z 40 32 2 0.0
z 40 32 3 0.0
z 40 33 0 0.0
z 40 33 1 0.0
z 40 33 2 0.0
z 40 33 3 0.0
z 40 34 0 0.0
z 40 34 1 0.0
z 40 34 2 0.0
z 40 34 3 0.0
z 40 35 0 0.0
z 40 35 1 0.0
z 40 35 2 0.0
z 40 35 3 0.0
z 40 36 0 0.0
z 40 36 1 0.0
z 40 36 2 0.0
z 40 36 3 0.0
z 40 37 0 0.0
z 40 37 1 0.0
z 40 37 2 0.0
z 40 37 3 0.0
z 40 38 0 0.0
z 40 38 1 0.0
z 40 38 2 0.0
z 40 38 3 0.0
z 40 39 0 0.0
z 40 39 1 0.0
z 40 39 2 0.0
z 40 39 3 0.0
z 40 40 0 0.0
z 40 40 1 0.0
z 40 40 2 0.0
z 40 40 3 0.0
z 40 41 0 0.0
z 40 41 1 0.0
z 40 41 2 0.0
z 40 41 3 0.0
z 40 42 0 0.0
z 40 42 1 0.0
z 40 42 2 0.0
z 40 42 3 0.0
z 40 43 0 0.0
z 40 43 1 0.0
z 40 43 2 0.0
z 40 43 3 0.0
z 40 44 0 0.0
z 40 44 1 0.0
z 40 44 2 0.0
z 40 44 3 0.0
z 40 45 0 0.0
z 40 45 1 0.0
z 40 45 2 0.0
z 40 45 3 0.0
z 40 46 0 0.0
z 40 46 1 0.0
z 40 46 2 0.0
z 40 46 3 0.0
z 40 47 0 0.0
z 40 47 1 0.0
z 40 47 2 0.0
z 40 47 3 0.0
z 40 48 0 0.0
z 40 48 1 0.0
z 40 48 2 0.0
z 40 48 3 0.0
z 40 49 0 0.0
z 40 49 1 0.0
z 40 49 2 0.0
z 40 49 3 0.0
z 41 0 0 0.0
z 41 0 1 0.0
z 41 0 2 0.0
z 41 0 3 0.0
z 41 1 0 0.0
z 41 1 1 0.0
z 41 1 2 0.0
z 41 1 3 0.0
z 41 2 0 0.0
z 41 2 1 0.0
z 41 2 2 0.0
z 41 2 3 0.0
z 41 3 0 0.0
z 41 3 1 0.0
z 41 3 2 0.0
z 41 3 3 0.0
z 41 4 0 0.0
z 41 4 1 0.0
z 41 4 2 0.0
z 41 4 3 0.0
z 41 5 0 0.0
z 41 5 1 0.0
z 41 5 2 0.0
z 41 5 3 0.0
z 41 6 0 0.0
z 41 6 1 0.0
z 41 6 2 0.0
z 41 6 3 0.0
z 41 7 0 0.0
z 41 7 1 0.0
z 41 7 2 0.0
z 41 7 3 0.0
z 41 8 0 0.0
z 41 8 1 0.0
z 41 8 2 0.0
z 41 8 3 0.0
z 41 9 0 0.0
z 41 9 1 0.0
z 41 9 2 0.0
z 41 9 3 0.0
z 41 10 0 0.0
z 41 10 1 0.0
z 41 10 2 0.0
z 41 10 3 0.0
z 41 11 0 0.0
z 41 11 1 0.0
z 41 11 2 0.0
z 41 11 3 0.0
z 41 12 0 0.0
z 41 12 1 0.0
z 41 12 2 0.0
z 41 12 3 0.0
z 41 13 0 0.0
z 41 13 1 0.0
z 41 13 2 0.0
z 41 13 3 0.0
z 41 14 0 0.0
z 41 14 1 0.0
z 41 14 2 0.0
z 41 14 3 0.0
z 41 15 0 0.0
z 41 15 1 0.0
z 41 15 2 0.0
z 41 15 3 0.0
z 41 16 0 0.0
z 41 16 1 0.0
z 41 16 2 0.0
z 41 16 3 0.0
z 41 17 0 0.0
z 41 17 1 0.0
z 41 17 2 0.0
z 41 17 3 0.0
z 41 18 0 0.0
z 41 18 1 0.0
z 41 18 2 0.0
z 41 18 3 0.0
z 41 19 0 0.0
z 41 19 1 0.0
z 41 19 2 0.0
z 41 19 3 0.0
z 41 20 0 0.0
z 41 20 1 0.0
z 41 20 2 0.0
z 41 20 3 0.0
z 41 21 0 0.0
z 41 21 1 0.0
z 41 21 2 0.0
z 41 21 3 0.0
z 41 22 0 0.0
z 41 22 1 0.0
z 41 22 2 0.0
z 41 22 3 0.0
z 41 23 0 0.0
z 41 23 1 0.0
z 41 23 2 0.0
z 41 23 3 0.0
z 41 24 0 0.0
z 41 24 1 0.0
z 41 24 2 0.0
z 41 24 3 0.0
z 41 25 0 0.0
z 41 25 1 0.0
z 41 25 2 0.0
z 41 25 3 0.0
z 41 26 0 0.0
z 41 26 1 0.0
z 41 26 2 0.0
z 41 26 3 0.0
z 41 27 0 0.0
z 41 27 1 0.0
z 41 27 2 0.0
z 41 27 3 0.0
z 41 28 0 0.0
z 41 28 1 0.0
z 41 28 2 0.0
z 41 28 3 0.0
z 41 29 0 0.0
z 41 29 1 0.0
z 41 29 2 0.0
z 41 29 3 0.0
z 41 30 0 0.0
z 41 30 1 0.0
z 41 30 2 0.0
z 41 30 3 0.0
z 41 31 0 0.0
z 41 31 1 0.0
z 41 31 2 0.0
z 41 31 3 0.0
z 41 32 0 0.0
z 41 32 1 0.0
z 41 32 2 0.0
z 41 32 3 0.0
z 41 33 0 0.0
z 41 33 1 0.0
z 41 33 2 0.0
z 41 33 3 0.0
z 41 34 0 0.0
z 41 34 1 0.0
z 41 34 2 0.0
z 41 34 3 0.0
z 41 35 0 0.0
z 41 35 1 0.0
z 41 35 2 0.0
z 41 35 3 0.0
z 41 36 0 0.0
z 41 36 1 0.0
z 41 36 2 0.0
z 41 36 3 0.0
z 41 37 0 0.0
z 41 37 1 0.0
z 41 37 2 0.0
z 41 37 3 0.0
z 41 38 0 0.0
z 41 38 1 0.0
z 41 38 2 0.0
z 41 38 3 0.0
z 41 39 0 0.0
z 41 39 1 0.0
z 41 39 2 0.0
z 41 39 3 0.0
z 41 40 0 0.0
z 41 40 1 0.0
z 41 40 2 0.0
z 41 40 3 0.0
z 41 41 0 0.0
z 41 41 1 0.0
z 41 41 2 0.0
z 41 41 3 0.0
z 41 42 0 0.0
z 41 42 1 0.0
z 41 42 2 0.0
z 41 42 3 0.0
z 41 43 0 0.0
z 41 43 1 0.0
z 41 43 2 0.0
z 41 43 3 0.0
z 41 44 0 0.0
z 41 44 1 0.0
z 41 44 2 0.0
z 41 44 3 0.0
z 41 45 0 0.0
z 41 45 1 0.0
z 41 45 2 0.0
z 41 45 3 0.0
z 41 46 0 0.0
z 41 46 1 0.0
z 41 46 2 0.0
z 41 46 3 0.0
z 41 47 0 0.0
z 41 47 1 0.0
z 41 47 2 0.0
z 41 47 3 0.0
z 41 48 0 0.0
z 41 48 1 0.0
z 41 48 2 0.0
z 41 48 3 0.0
z 41 49 0 0.0
z 41 49 1 0.0
z 41 49 2 0.0
z 41 49 3 0.0
z 42 0 0 0.0
z 42 0 1 0.0
z 42 0 2 0.0
z 42 0 3 0.0
z 42 1 0 0.0
z 42 1 1 0.0
z 42 1 2 0.0
z 42 1 3 0.0
z 42 2 0 0.0
z 42 2 1 0.0
z 42 2 2 0.0
z 42 2 3 0.0
z 42 3 0 0.0
z 42 3 1 0.0
z 42 3 2 0.0
z 42 3 3 0.0
z 42 4 0 0.0
z 42 4 1 0.0
z 42 4 2 0.0
z 42 4 3 0.0
z 42 5 0 0.0
z 42 5 1 0.0
z 42 5 2 0.0
z 42 5 3 0.0
z 42 6 0 0.0
z 42 6 1 0.0
z 42 6 2 0.0
z 42 6 3 0.0
z 42 7 0 0.0
z 42 7 1 0.0
z 42 7 2 0.0
z 42 7 3 0.0
z 42 8 0 0.0
z 42 8 1 0.0
z 42 8 2 0.0
z 42 8 3 0.0
z 42 9 0 0.0
z 42 9 1 0.0
z 42 9 2 0.0
z 42 9 3 0.0
z 42 10 0 0.0
z 42 10 1 0.0
z 42 10 2 0.0
z 42 10 3 0.0
z 42 11 0 0.0
z 42 11 1 0.0
z 42 11 2 0.0
z 42 11 3 0.0
z 42 12 0 0.0
z 42 12 1 0.0
